date,load_kwh,pv_kwh,net_energy_kwh,gross_deficit_kwh,pv_surplus_kwh,self_consumed_pv_kwh,peak_load_kw,peak_pv_kw,peak_net_load_kw,peak_reverse_flow_kw
2025-06-30,125947.32058333333,56069.6366,69877.68398333334,71110.56381666668,1232.8798333333332,54836.756766666665,7085.4956,7534.9875,5588.4496,1165.8175
2025-07-01,141546.85106666668,62680.30703333334,78866.54403333332,80294.3796,1427.8355666666669,61252.47146666667,7882.3436,7946.325,6163.4444,1237.2368000000006
2025-07-02,141198.65821666666,68293.89185,72904.76636666666,76775.89256666666,3871.1262000000006,64422.765649999994,7797.58,8417.7884,6278.32,1598.9469999999992
2025-07-03,141565.53863333332,61805.1197,79760.41893333333,81179.88468333334,1419.46575,60385.65395,7892.813,7924.875,6354.5294,1177.745
2025-07-04,95795.06575000001,66914.19828333333,28880.867466666667,49308.52366666667,20427.6562,46486.542083333334,4918.0681,9260.3625,4675.25,5086.512499999999
2025-07-05,95872.8349,67082.75493333333,28790.079966666668,49820.43659999999,21030.356633333333,46052.3983,5123.7797,8910.5671,4642.88,4354.0316
2025-07-06,141244.57465,61450.5931,79793.98155,82083.70813333333,2289.7265833333336,59160.86651666666,7889.8151,8332.8511,6338.9824,1470.6725000000006
2025-07-07,141495.39415,68085.91138333334,73409.48276666667,76766.88905,3357.4062833333337,64728.5051,7622.4699,8540.5125,6239.0595,1657.232500000001
2025-07-08,141285.22699999998,65713.83998333332,75571.38701666666,80694.59885,5123.211833333334,60590.628150000004,7923.8422,9384.2706,6403.2722,2662.5549999999994
2025-07-09,140590.70496666667,66531.97995,74058.72501666666,77753.26461666667,3694.5396,62837.44035,7916.9667,8346.9934,6422.6149000000005,1726.9074999999993
2025-07-10,140463.54225,67609.91886666666,72853.62338333334,78148.55506666667,5294.931683333333,62314.98718333334,7846.4899,8971.2,6257.54,2235.3901000000005
2025-07-11,94741.08840000001,62222.31125,32518.777149999998,49467.08228333333,16948.30513333333,45274.006116666664,5043.0197,7599.6379,4646.46,3153.245
2025-07-12,95318.3711,64234.127766666665,31084.243333333332,49767.1575,18682.914166666666,45551.213599999995,4790.1271,8360.4385,4570.87,4175.954
2025-07-13,139893.36648333332,70625.64608333334,69267.7204,76623.76595,7356.04555,63269.60053333334,7782.3328,9752.2309,6155.5388,3331.429800000001
2025-07-14,141062.42346666666,69254.74425,71807.67921666666,76145.37486666667,4337.695650000001,64917.0486,7681.8848,8723.2398,6109.7958,2178.2515999999996
2025-07-15,139545.16266666667,66796.11208333333,72749.05058333333,75795.90461666667,3046.8540333333344,63749.258050000004,7671.6125,8475.8418,6179.0225,1655.5421000000006
2025-07-16,140365.26538333335,68230.702,72134.56338333334,76881.3465,4746.7831166666665,63483.91888333333,7978.8849,8874.2427,6361.887,1964.153400000001
2025-07-17,139569.15928333334,66848.74321666667,72720.41606666667,78184.85710000001,5464.441033333333,61384.30218333334,7692.7679,8810.3625,6192.6821,2211.2424999999994
2025-07-18,93698.0732,62423.825099999995,31274.2481,48192.44993333333,16918.201833333333,45505.62326666667,5020.91,8135.55,4452.2661,4007.5
2025-07-19,94564.5224,67381.70335,27182.819050000002,48853.698066666664,21670.879016666666,45710.82433333333,4868.06,8872.725,4868.06,4741.3625
2025-07-20,138750.53876666666,66660.56055000001,72089.97821666667,75708.25031666666,3618.2720999999997,63042.28845,7896.2098,8326.929,6258.6483,1941.781
2025-07-21,138442.8198,64453.07045,73989.74935,77551.18291666666,3561.4335666666666,60891.63688333333,7769.0612,8524.425,6393.251200000001,1448.6012
2025-07-22,139514.85881666667,65719.7142,73795.14461666667,77131.44821666667,3336.3035999999997,62383.4106,7664.09,8928.7562,6051.24,2158.7167
2025-07-23,139450.03365,65233.48653333334,74216.54711666667,78489.76571666666,4273.218599999999,60960.26793333333,7631.38,8857.6875,6220.2065999999995,2253.2375
2025-07-24,138902.21751666666,65285.74551666667,73616.472,77244.59883333334,3628.1268333333337,61657.618683333334,7595.14,8561.2113,5975.9943,1964.7832000000008
2025-07-25,92354.83968333334,65849.52011666667,26505.31956666667,47724.334833333334,21219.015266666665,44630.50485,4713.71,8441.5951,4442.19,4208.1492
2025-07-26,93187.68993333333,64718.598366666665,28469.091566666666,48174.37768333333,19705.286116666666,45013.312249999995,4804.31,7935.3375,4651.52,3845.6328999999996
2025-07-27,138110.19628333332,64425.00648333333,73685.18980000001,78473.11241666667,4787.922616666667,59637.08386666666,7550.2155,8642.1774,5946.2345000000005,2108.6005000000005
2025-07-28,138228.99843333333,60274.1212,77954.87723333333,79139.17681666666,1184.2995833333337,59089.82161666666,7823.2703,7662.701,6570.058300000001,881.1462999999994
2025-07-29,138314.74511666666,62245.49916666667,76069.24595,77369.4341,1300.1881500000002,60945.31101666667,7609.3426,7832.7313,6105.38,1264.3493000000008
2025-07-30,138424.36443333334,64321.11038333334,74103.25405,78112.97475000001,4009.7207,60311.389683333335,7601.4676,8521.3125,6205.8261,1762.5600000000004
2025-07-31,137423.3137166667,62728.31745,74694.99626666667,77728.41961666667,3033.4233500000005,59694.8941,7819.2532,8162.5183,6379.8643,1659.5024999999996
2025-08-01,92719.4241,71468.06443333333,21251.359666666667,47030.710466666664,25779.3508,45688.71363333333,4836.82,9468.7681,4350.5,5136.051199999999
2025-08-02,91562.24421666667,70635.21928333332,20927.024933333334,46717.61266666666,25790.587733333334,44844.63155,4897.42,9400.1789,4897.42,5535.1386
2025-08-03,138062.48614999998,75223.00616666667,62839.47998333333,72984.17445,10144.694466666666,65078.3117,7599.5088,9887.751,6168.1927,3244.6598000000004
2025-08-04,138312.10695000002,72896.45186666667,65415.65508333334,73595.64668333334,8179.9916,64716.46026666667,7873.013,9342.5452,6242.048,2794.6536000000006
2025-08-05,136458.49728333333,71306.18755,65152.309733333335,73103.0122,7950.702466666667,63355.48508333333,7501.0739,9186.9375,5981.5089,2894.0874999999996
2025-08-06,136716.0878,68601.68853333333,68114.39926666666,75122.61121666666,7008.21195,61593.47658333334,7676.3702,9131.5849,6160.8316,2928.0999999999995
2025-08-07,136850.75446666667,73462.76921666667,63387.98525,73620.06345,10232.078199999998,63230.69101666667,7598.507,9737.25,6024.109799999999,3441.4300000000003
2025-08-08,90703.21611666666,74928.04486666666,15775.171250000001,46340.63133333333,30565.460083333335,44362.58478333333,4708.43,9936.4883,4321.5931,5873.5925
2025-08-09,90303.83175,71381.90275,18921.929,46709.42038333334,27787.49138333333,43594.41136666667,4720.45,8915.2186,4587.96,4959.2519
2025-08-10,136535.44471666668,71230.82566666667,65304.61905,72633.95871666666,7329.339666666667,63901.486000000004,7622.53,9440.3365,6111.8435,2615.7144
2025-08-11,136422.26351666666,71861.01018333333,64561.253333333334,73727.19203333334,9165.9387,62695.07148333333,7463.9667,9412.2731,6019.8129,2660.697500000001
2025-08-12,136637.5967,68877.05305,67760.54364999999,74024.67726666667,6264.133616666666,62612.91943333333,7648.5157,9159.5196,6274.2163,2804.9497999999994
2025-08-13,136547.99718333333,70427.01773333333,66120.97945,72301.00966666666,6180.030216666666,64246.98751666667,7936.3951,9264.4215,6493.6413999999995,2590.0919000000004
2025-08-14,135936.05536666667,70009.76438333333,65926.29098333333,74261.59485000001,8335.303866666665,61674.460516666666,7696.8218,9136.0412,6330.6067,2536.145699999999
2025-08-15,89968.05776666668,72808.33088333333,17159.726883333333,46882.975849999995,29723.248966666666,43085.08191666667,4772.1,9494.2005,4380.6963,5595.734100000001
2025-08-16,90183.53035,73254.24998333333,16929.280366666666,46733.093466666665,29803.8131,43450.436883333336,4701.2243,9764.3257,4391.37,5900.062500000001
2025-08-17,135369.1165,72203.72288333334,63165.39361666667,73155.96861666667,9990.574999999999,62213.14788333333,7597.239,9597.187,6295.7768,3034.305300000001
2025-08-18,135710.17471666666,71316.0591,64394.11561666667,73634.20205,9240.086433333334,62075.97266666667,7824.5106,10003.9125,6588.824699999999,3306.0225
2025-08-19,135364.48288333332,71046.82283333332,64317.660050000006,73040.2341,8722.57405,62324.248783333336,7408.14,9176.175,6233.9038,2642.199199999999
2025-08-20,135048.05366666667,64397.3626,70650.69106666667,75815.91528333334,5165.2242166666665,59232.13838333333,7581.98,8693.775,6138.0442,2046.3949999999995
2025-08-21,134971.7989,69127.38041666667,65844.41848333333,72411.42293333334,6567.00445,62560.37596666667,7582.1384,8984.8875,6210.1872,2252.3475000000008
2025-08-22,90531.7304,69301.16100000001,21230.5694,47708.84375,26478.274350000003,42822.88665,4832.09,9318.5625,4507.04,5280.348800000001
2025-08-23,89697.14623333333,67167.14008333333,22530.00615,47049.408983333335,24519.40283333333,42647.73725,4650.61,9101.1098,4420.4391,5198.984200000001
2025-08-24,135068.0714,71334.48191666667,63733.58948333334,74663.79548333334,10930.206,60404.275916666666,7501.0286,10057.9095,6357.7029999999995,3812.050000000001
2025-08-25,134511.61375,63738.52673333333,70773.08701666667,75740.08533333334,4966.998316666667,58771.52841666667,7474.166,8478.0375,6336.6455000000005,1867.6599999999999
2025-08-26,134368.96393333332,68840.14555,65528.81838333333,74007.82576666666,8479.007383333334,60361.13816666667,7435.3109,9927.1136,6196.8554,3370.9043999999994
2025-08-27,133788.38210000002,65874.23323333333,67914.14886666667,75526.76941666666,7612.620550000001,58261.61268333333,7416.8085,9230.325,6430.052900000001,3020.7594
2025-08-28,134543.81656666668,63776.02158333333,70767.79498333334,74880.89586666667,4113.1008833333335,59662.920699999995,7499.0963,8832.45,6302.889099999999,2052.0565000000006
2025-08-29,88328.33254999999,65773.1122,22555.22035,47596.403816666665,25041.183466666665,40731.928733333334,4649.34,8981.5527,4374.9194,5041.2325
2025-08-30,89025.08758333333,70512.36774999999,18512.719833333333,47482.19013333333,28969.4703,41542.89745,4791.9135,9674.2253,4431.84,5602.1725
2025-08-31,133365.35983333332,66718.73675,66646.62308333332,73840.56133333333,7193.93825,59524.798500000004,7264.4649,8731.8377,6256.7392,2358.6274999999996
2025-09-01,121263.61926666666,67689.48473333333,53574.13453333333,62315.89771666667,8741.763183333334,58947.721549999995,6734.6809,8525.7745,5612.7332,2550.4480999999996
2025-09-02,121532.82415,67475.0683,54057.755849999994,63883.95788333333,9826.202033333333,57648.86626666667,6764.4673,9248.9692,5460.8884,3257.7975000000006
2025-09-03,121433.71643333333,65885.99918333333,55547.717249999994,64367.631583333336,8819.914333333332,57066.08485000001,6824.5643,9245.2094,5932.9814,3362.9101999999993
2025-09-04,121061.17303333333,67135.60748333334,53925.56555,64796.14035,10870.5748,56265.03268333333,6764.8611,9128.034,5840.1431,2986.4124999999995
2025-09-05,75132.98045,68308.71878333333,6824.261666666666,38006.96445,31182.70278333333,37126.015999999996,3929.8918,8928.2625,3532.55,5324.9925
2025-09-06,75826.37416666666,68105.29046666667,7721.083699999999,38415.4678,30694.3841,37410.90636666667,4064.32,9767.55,3640.08,6207.999999999999
2025-09-07,120781.00903333334,65820.02541666667,54960.983616666665,63456.208600000005,8495.224983333335,57324.80043333333,6989.0914,8789.0036,5934.2177,2705.7602000000006
2025-09-08,121400.59243333334,62005.0229,59395.569533333335,66008.27321666667,6612.703683333333,55392.31921666666,6862.3167,8995.6357,6039.7549,2561.3611999999994
2025-09-09,121082.23558333334,67979.40131666667,53102.834266666665,65065.64465,11962.810383333332,56016.59093333333,6764.9558,9964.3484,5933.3456,4052.111600000001
2025-09-10,121274.78848333332,59958.789833333336,61315.99865,66996.85206666666,5680.853416666666,54277.936416666664,6754.0714,8631.9525,5809.726,2693.314700000001
2025-09-11,120746.77835,67250.69256666666,53496.085783333336,65031.3261,11535.240316666668,55715.45225,6881.995,9834.1074,5844.5874,3829.6888
2025-09-12,75687.22711666666,64135.57091666667,11551.6562,39290.65116666667,27738.994966666665,36396.57595,3887.0686,8731.4825,3687.89,5156.8404
2025-09-13,75063.58311666666,67056.48163333333,8007.101483333333,39228.59725,31221.495766666663,35834.98586666666,3920.15,10105.3207,3476.34,6601.9911
2025-09-14,121237.69566666667,61138.37091666667,60099.32475,66457.37356666666,6358.048816666666,54780.3221,6808.1205,8744.1664,5976.2644,2341.111500000001
2025-09-15,120760.02988333332,65692.99925000001,55067.030633333336,66492.90795000001,11425.877316666667,54267.121933333336,6880.95,9635.625,6007.54,3855.0249999999996
2025-09-16,121843.35746666667,62351.58748333334,59491.76998333333,66949.99543333333,7458.225450000001,54893.36203333333,6779.0099,8488.7327,6097.2914,2540.2147000000004
2025-09-17,120924.795,60964.6766,59960.1184,66996.25155,7036.133149999999,53928.54345,6777.109,9158.4375,6238.5253,3222.6775
2025-09-18,120804.11636666667,61848.06525000001,58956.05111666667,66753.47768333333,7797.426566666666,54050.63868333333,6724.2704,9213.9306,6014.7556,3005.1800000000003
2025-09-19,75287.12646666667,59185.774150000005,16101.35231666667,39692.7738,23591.421483333335,35594.352666666666,3913.4669,8277.2625,3524.2,4746.189999999999
2025-09-20,75330.72763333334,59685.2939,15645.433733333333,39862.661100000005,24217.22736666667,35468.06653333333,3996.0539,9012.3736,3589.43,5464.707700000001
2025-09-21,120862.28298333334,62574.7955,58287.48748333333,65447.7218,7160.234316666668,55414.56118333333,6719.8988,8610.526,5972.9634,2715.0612
2025-09-22,121218.04173333333,60604.02185,60614.019883333334,67792.02398333333,7178.004099999999,53426.01775,6824.73,8321.7803,6194.9277,2502.1759
2025-09-23,121182.28133333333,59065.66575000001,62116.61558333333,68594.91105,6478.2954666666665,52587.37028333333,6704.9712,8690.3915,6311.176,2874.8322
2025-09-24,121014.19341666666,59950.968316666665,61063.2251,68132.78738333333,7069.562283333333,52881.40603333333,6713.8223,8621.0428,6251.4066,2219.798500000001
2025-09-25,120546.34715,60210.89825,60335.448899999996,67927.03196666668,7591.583066666666,52619.31518333333,6677.8075,8561.925,6127.4229,2417.83
2025-09-26,74194.35371666666,56500.11021666666,17694.2435,39350.18343333333,21655.939933333335,34844.17028333333,3879.04,8136.6,3398.2838,4544.841
2025-09-27,75945.77175,58144.4695,17801.30225,41168.36466666667,23367.062416666668,34777.40708333333,4019.59,8454.675,3562.79,4862.4424
2025-09-28,120389.61958333333,56901.99041666667,63487.62916666667,68584.17951666667,5096.55035,51805.44006666666,6954.9249,8362.6324,6687.7481,2242.0456000000004
2025-09-29,121111.41480000001,58351.523199999996,62759.8916,68989.65473333333,6229.763133333334,52121.76006666667,6726.0286,8619.0719,6183.1279,2746.147500000001
2025-09-30,120916.45506666666,55494.280300000006,65422.17476666666,70865.78916666667,5443.6143999999995,50050.6659,6818.2124,9028.0125,6371.2042,3211.8325000000004
2025-10-01,117218.45471666666,67556.93318333333,49661.521533333325,62992.1256,13330.604066666667,54226.32911666667,6738.79,10076.8909,6107.887699999999,4082.607500000001
2025-10-02,117231.70978333334,65500.926666666666,51730.783116666666,63020.88366666667,11290.100550000001,54210.82611666666,6759.4466,9607.518,6077.8687,3702.7658
2025-10-03,71524.19113333333,63707.03743333334,7817.1537,36517.01085,28699.85715,35007.180283333335,3886.845,9495.2286,2992.0539,5821.3794
2025-10-04,72397.41483333333,59301.4324,13095.982433333333,38001.11571666667,24905.133283333333,34396.29911666667,3958.04,8838.9316,3420.64,5278.0075
2025-10-05,117604.42090000001,62868.459833333334,54735.96106666667,64415.481016666665,9679.51995,53188.93988333333,6835.9028,9050.0959,6292.2063,3055.25
2025-10-06,117896.13613333333,60163.02688333333,57733.10925,65456.0298,7722.92055,52440.10633333333,6745.9787,8657.3389,6053.1883,2635.095000000001
2025-10-07,117357.17863333334,59585.615633333335,57771.563,65689.18089999999,7917.6179,51667.99773333333,6789.0587,8732.9297,6192.237099999999,2856.1274999999996
2025-10-08,117391.06235000001,60912.56668333333,56478.49566666666,64942.01413333334,8463.518466666666,52449.04821666667,6988.0408,8700.225,6167.863899999999,2294.152
2025-10-09,117432.98973333334,61673.008050000004,55759.98168333334,65581.37106666666,9821.389383333333,51851.61866666667,6843.435,9347.3659,6197.4832,3355.6438000000007
2025-10-10,72371.53011666668,63027.919200000004,9343.610916666667,38334.00893333333,28990.39801666667,34037.52118333334,4054.5203,9899.7375,2956.49,6218.057499999999
2025-10-11,71790.96475,57684.65116666667,14106.313583333334,38358.93883333333,24252.625249999997,33432.025916666666,3922.52,8518.425,3432.27,5138.9349999999995
2025-10-12,117709.38418333333,59194.4282,58514.95598333334,65679.1568,7164.2008166666665,52030.22738333334,6754.71,8490.1519,6239.3132,2533.785100000001
2025-10-13,117677.75383333334,60650.35853333334,57027.395300000004,65973.83906666667,8946.443766666667,51703.91476666666,6724.644,9319.0239,6169.2457,3199.7599999999993
2025-10-14,118032.22918333333,57258.3999,60773.82928333333,68004.41751666667,7230.588233333333,50027.81166666667,6769.28,8790.1875,6170.5719,3004.3275000000003
2025-10-15,117342.48076666666,55422.457116666665,61920.023649999996,67222.8306,5302.80695,50119.650166666666,6788.1916,8401.4329,6401.4204,2325.2223999999997
2025-10-16,117733.27633333334,54766.80338333334,62966.472949999996,69379.53595,6413.062999999999,48353.74038333333,6711.4436,8532.525,6201.1407,2506.7649999999994
2025-10-17,71943.17253333333,55938.973216666665,16004.199316666665,38542.99136666667,22538.79205,33400.18116666667,3911.56,8515.295,3025.4921,4922.084699999999
2025-10-18,71656.70145000001,55580.10818333333,16076.593266666669,38804.589166666665,22727.995899999998,32852.112283333336,3959.77,8155.11,3374.98,4716.8775000000005
2025-10-19,117991.24738333334,54105.524849999994,63885.722533333326,69920.68156666667,6034.9590333333335,48070.56581666667,6835.4572,8732.389,6296.0179,2688.4275000000007
2025-10-20,117903.31864999999,53462.53628333333,64440.78236666667,69502.70515000001,5061.9227833333325,48400.6135,6701.06,8426.4273,6227.6479,2441.465
2025-10-21,117800.84898333333,51338.26763333334,66462.58135000001,69751.18228333333,3288.6009333333327,48049.6667,6711.273,7712.025,6347.0259,1758.5049999999992
2025-10-22,117671.98653333333,52117.08983333333,65554.8967,70269.22624999999,4714.3295499999995,47402.76028333334,6786.4352,8013.1663,6306.6332,2054.835
2025-10-23,117212.01551666668,53832.51848333334,63379.49703333334,69159.37555,5779.878516666667,48052.63996666667,6657.7375,8373.7162,6285.636,2270.5725
2025-10-24,72135.51853333334,53715.46781666666,18420.05071666667,40017.417949999995,21597.367233333334,32118.100583333333,3886.75,8513.0381,3054.1988,4968.2657
2025-10-25,72042.787,52644.35426666667,19398.43273333333,39595.94248333333,20197.50975,32446.844516666664,3941.012,8395.8375,3333.24,4845.085000000001
2025-10-26,117422.34435000001,52878.032333333336,64544.31201666666,69173.80648333333,4629.494466666666,48248.53786666667,6736.0178,8161.05,6437.0594,2216.0774999999994
2025-10-27,117790.56431666667,54237.98265,63552.581666666665,70531.46800000001,6978.886333333333,47259.09631666666,6847.2,9378.2902,6255.5489,2938.7712999999994
2025-10-28,117514.14480000001,51541.7231,65972.42169999999,70532.98495,4560.56325,46981.15985,6900.485,8188.2057,6203.1629,2362.232900000001
2025-10-29,117721.61451666667,48409.35771666667,69312.2568,71974.31910000001,2662.0623,45747.29541666667,6805.1934,7776.049,6368.5058,1884.495
2025-10-30,116916.07056666666,52128.25291666667,64787.817650000005,70245.7216,5457.90395,46670.348966666665,6621.7587,8077.3125,6333.6031,2096.9488
2025-10-31,71748.98903333333,47844.69696666667,23904.292066666665,40450.52553333333,16546.23346666667,31298.463499999998,3904.8716,7220.7082,2960.38,3633.6850000000004
2025-11-01,71974.20948333332,49430.171050000004,22544.038433333335,40293.529533333334,17749.4911,31680.67995,4146.0,7784.8365,3406.47,4120.849999999999
2025-11-02,117843.23631666666,49046.85238333334,68796.38393333333,72229.32363333333,3432.9397000000004,45613.912683333336,6728.52,7893.6375,6238.1524,2221.5799000000006
2025-11-03,117808.91503333334,48303.98475,69504.93028333333,71713.48978333334,2208.5595000000003,46095.42525,6760.64,7151.334,6197.3758,1111.6130000000003
2025-11-04,117396.61073333333,49816.538700000005,67580.07203333333,71653.78745,4073.7154166666674,45742.82328333333,6737.2865,8212.6875,6388.0752,2351.6975
2025-11-05,117764.40761666668,48086.38755000001,69678.02006666666,72775.54613333334,3097.526066666667,44988.861483333334,6859.91,7525.8475,6172.8,1588.9175999999998
2025-11-06,117713.09413333335,46343.50958333333,71369.58455,73309.5227,1939.9381500000006,44403.57143333333,6805.1088,7272.4678,6349.2248,1329.9049000000005
2025-11-07,72212.37866666667,48893.91688333333,23318.461783333332,41237.32223333333,17918.86045,30975.05643333333,3953.16,7983.1221,2949.65,4423.684499999999
2025-11-08,72034.86681666666,48243.65971666667,23791.2071,40561.78883333333,16770.581733333333,31473.077983333333,4020.4209,7651.0875,3381.19,4187.8475
2025-11-09,117877.67016666666,46530.85298333334,71346.81718333333,73837.96445,2491.147266666667,44039.70571666667,6733.18,7329.7894,6312.4618,1203.2071999999998
2025-11-10,118420.10276666666,44561.65966666667,73858.4431,74991.64793333334,1133.2048333333335,43428.45483333333,6768.85,6936.4154,6338.5265,752.3024999999998
2025-11-11,117957.86745,46398.84778333333,71559.01966666667,74131.41225000001,2572.3925833333337,43826.4552,6705.09,7499.85,6173.8218,1545.0448000000006
2025-11-12,117416.71383333334,46460.726083333335,70955.98775,73931.49851666666,2975.5107666666668,43485.21531666667,6793.4453,7891.9359,6273.0609,1808.4036999999998
2025-11-13,117780.10726666666,45384.23595,72395.87131666667,73866.95758333334,1471.0862666666665,43913.14968333333,6747.6715,7249.1215,6431.693300000001,1202.0750000000007
2025-11-14,71737.8931,44139.43780000001,27598.4553,41445.73386666667,13847.278566666668,30292.159233333336,3953.33,6884.6832,2908.9295,3308.0175
2025-11-15,72466.97681666668,44255.0899,28211.886916666666,41887.592450000004,13675.705533333334,30579.384366666665,4103.9797,7200.3025,3263.2,3581.5269999999996
2025-11-16,118360.27023333333,43925.725849999995,74434.54438333334,76223.72015,1789.175766666667,42136.550083333335,6842.87,7466.2132,6273.2098000000005,1552.8027000000002
2025-11-17,117269.71065000001,44573.95631666667,72695.75433333333,74681.84706666667,1986.0927333333339,42587.86358333333,6765.9265,7702.9804,6292.5029,1664.5112000000008
2025-11-18,117783.6865,42893.134666666665,74890.55183333333,75478.3253,587.7734666666664,42305.3612,6822.0939,6812.87,6176.0358,678.1875
2025-11-19,118179.70135,42811.38975,75368.3116,76772.89356666667,1404.5819666666666,41406.80778333333,6700.6715,7174.9457,6288.039400000001,1242.6239999999998
2025-11-20,117846.45723333333,43053.381199999996,74793.07603333333,75808.48121666667,1015.4051833333334,42037.97601666667,7006.888,7010.6613,6329.1347,671.7233999999999
2025-11-21,71999.1771,43134.793033333335,28864.384066666666,42312.27291666667,13447.888850000001,29686.904183333332,4050.83,6820.8,2975.08,3181.9500000000003
2025-11-22,72549.91013333334,42330.080649999996,30219.829483333335,42804.866416666664,12585.036933333335,29745.043716666667,3919.1,7069.0444,3314.17,3312.5374999999995
2025-11-23,117782.6922,42550.595916666665,75232.09628333333,76947.85211666666,1715.7558333333334,40834.840083333336,6778.5543,7297.414,6277.364,1244.1234999999997
2025-11-24,117975.68781666667,43813.74411666667,74161.9437,75898.33721666667,1736.393516666667,42077.3506,6750.7663,7090.65,6354.4464,1140.9700000000003
2025-11-25,117682.39221666666,41513.73175,76168.66046666667,77002.42851666667,833.7680500000002,40679.9637,6631.31,6837.7875,6304.046899999999,881.1175000000003
2025-11-26,117686.43673333334,40928.769850000004,76757.66688333334,77135.76621666667,378.0993333333333,40550.670516666665,6960.41,6435.7337,6098.087,373.96259999999984
2025-11-27,117198.14165,41417.248916666664,75780.89273333333,76682.73811666666,901.8453833333332,40515.40353333334,6877.6699,6848.925,6379.9633,958.8249999999998
2025-11-28,72239.02128333334,41317.78273333333,30921.23855,42813.36308333334,11892.124533333334,29425.6582,3902.5273,6811.5013,3066.075,3230.8956
2025-11-29,72156.19988333333,37226.74978333333,34929.4501,43145.4656,8216.0155,29010.734283333335,4026.75,5752.9795,3455.21,2204.6211
2025-11-30,118008.83443333332,37764.006316666666,80244.82811666666,80255.53603333334,10.707916666666582,37753.2984,6931.897,5982.3499,6267.9442,64.24749999999949
2025-12-01,125291.39163333333,38992.4639,86298.92773333333,86340.35501666667,41.427283333333285,38951.03661666667,7329.57,6856.3368,6276.7325,105.19120000000021
2025-12-02,125400.62359999999,36762.813650000004,88637.80995000001,88637.80995000001,0.0,36762.813650000004,7370.3157,6294.0998,6256.17,0.0
2025-12-03,124622.93113333335,37460.18256666666,87162.74856666666,87162.74856666666,0.0,37460.18256666666,7359.83,6416.325,6251.1989,0.0
2025-12-04,125336.25095,38565.0422,86771.20875,86809.95815,38.7494,38526.2928,7507.0588,6477.1681,6381.0623,232.4964
2025-12-05,78868.07108333333,37556.4434,41311.62768333333,48339.95076666667,7028.323083333334,30528.120316666667,4581.69,6444.45,3993.45,2355.1499999999996
2025-12-06,79470.82115,35806.19033333333,43664.630816666664,49096.53905,5431.908233333334,30374.2821,4482.8311,5964.1088,3934.0175,2008.1644000000001
2025-12-07,125067.46291666666,37414.78166666667,87652.68125000001,87665.25383333334,12.572583333333418,37402.209083333335,7380.535,6349.05,6463.7679,75.4355000000005
2025-12-08,124410.35393333335,36563.14281666667,87847.21111666667,87847.21111666667,0.0,36563.14281666667,7298.94,6129.5297,6252.525,0.0
2025-12-09,124694.68108333333,37306.22681666667,87388.45426666667,87395.55988333334,7.1056166666667195,37299.1212,7465.4925,6293.1158,6439.1462,42.63370000000032
2025-12-10,124378.76451666666,35991.14605,88387.61846666667,88387.61846666667,0.0,35991.14605,7401.43,6068.7277,6316.2844,0.0
2025-12-11,123787.79896666667,37826.544266666664,85961.2547,85961.2547,0.0,37826.544266666664,7348.219,6209.025,6328.2892,0.0
2025-12-12,78661.70368333334,34947.290199999996,43714.41348333334,48263.31276666667,4548.899283333333,30398.390916666667,4615.7096,5522.8875,3751.8747,1465.955
2025-12-13,78840.15755,35041.62416666667,43798.533383333335,48571.03085,4772.497466666667,30269.126699999997,4458.3065,5924.8154,3803.43,2008.3627000000006
2025-12-14,124522.58584999999,35743.86405,88778.7218,88778.7218,0.0,35743.86405,7265.28,5857.5414,6346.6991,0.0
2025-12-15,124305.22548333334,34835.66751666667,89469.55796666666,89469.55796666666,0.0,34835.66751666667,7451.2952,5629.0906,6521.926,0.0
2025-12-16,124646.94338333333,35228.85205,89418.09133333333,89418.09133333333,0.0,35228.85205,7422.2244,5642.3456,6426.1848,0.0
2025-12-17,124466.55465,36274.70758333333,88191.84706666665,88191.84706666665,0.0,36274.70758333333,7383.4703,5814.9221,6382.7678,0.0
2025-12-18,124315.35926666668,36949.0923,87366.26696666666,87452.4507,86.18373333333314,36862.908566666665,7394.7975,6579.75,6289.5907,149.86929999999938
2025-12-19,78593.32543333333,35684.934133333336,42908.391299999996,48831.63013333333,5923.238833333333,29761.695300000003,4435.8367,5932.9542,3756.5816999999997,2016.2163999999998
2025-12-20,78668.52011666667,35812.16786666666,42856.35225,49177.05495,6320.702700000001,29491.465166666665,4479.94,6127.4625,3717.49,2178.6652
2025-12-21,124376.44096666668,35338.6591,89037.78186666667,89037.78186666667,0.0,35338.6591,7367.01,5904.8948,6338.77,0.0
2025-12-22,124718.45381666668,35781.02673333333,88937.42708333333,88937.42708333333,0.0,35781.02673333333,7210.5447,5910.7711,6324.6228,0.0
2025-12-23,123956.65456666668,36698.562033333335,87258.09253333333,87258.09253333333,0.0,36698.562033333335,7329.1752,6141.8029,6505.0126,0.0
2025-12-24,123954.37128333334,36099.81196666667,87854.55931666667,87854.55931666667,0.0,36099.81196666667,7368.51,6432.1037,6381.13,0.0
2025-12-25,123789.8579,35977.40936666667,87812.44853333333,87812.44853333333,0.0,35977.40936666667,7177.43,5734.0684,6302.872,0.0
2025-12-26,78270.30765,35262.685216666665,43007.62243333333,48715.39105,5707.768616666667,29554.9166,4468.02,6365.1129,3910.07,2376.8855
